token,Scene Name,Image Filename,Steering Angle
ca9a282c9e77460f8360f564131a8af5,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402927612460.jpg,0.0471238898038437
39586f9d59004284a7114a68825e8eec,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928112460.jpg,0.0523598775598298
356d81f38dd9473ba590f39e266f54e5,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg,0.0610865238198015
e0845f5322254dafadbbed75aaa07969,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg,0.0628318530717942
c923fe08b2ff4e27975d2bf30934383b,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg,0.0628318530717942
f1e3d9d08f044c439ce86a2d6fcca57b,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402930112460.jpg,0.0628318530717942
4f545737bf3347fbbc9af60b0be9a963,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402930612460.jpg,0.0628318530717942
7626dde27d604ac28a0240bdd54eba7a,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402931162460.jpg,0.0715584993317659
be99ffc878b24aca8956bbb4e0f97d0c,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402931662460.jpg,0.0802851455917375
9813c23a5f1448b09bb7910fea9baf20,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402932162460.jpg,0.1134464013796314
023c4df2d451409881d8e6ea82f14704,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402932612460.jpg,0.2146754979953057
c235638ed66145988d17f9d0601923f2,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402933112460.jpg,0.4049163864626813
bc3c8a953f6b4dcdb77b521d89f3d9d5,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402933612460.jpg,0.5951572749300648
1e3d79dae62742a0ad64c91679863358,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402934112460.jpg,0.7784168463894694
0cd661df01aa40c3bb3a773ba86f753a,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402941762460.jpg,0.8011061266653988
378a3a3e9af346308ab9dff8ced46d9c,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942162460.jpg,0.3525565089028514
eef55c3b48f34d949959b45130ee293a,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942662460.jpg,0.1448623279155325
5fda58ee3ae44ab9b4bbac7a2de66c27,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943162460.jpg,0.0418879020478654
919e3c4cec934168a3152077a9adcbea,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943662460.jpg,0.0349065850398865
b73152cab88f49d9ba195da81fde1809,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944162460.jpg,0.122173047639603
6aa6fa91e0d1492e812eb7e57c47df6e,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944662460.jpg,0.5794493116621142
3e8750f331d7499e9b5123e9eb70f2e2,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151603512404.jpg,-0.158752986419518
3950bd41f74548429c0f7700ff3d8269,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604012404.jpg,-0.2582367537831916
c5f58c19249d4137ae063b0e9ecd8b8e,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151604512404.jpg,-0.3210686068549859
700c1a25559b4433be532de3475e58a9,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605012404.jpg,-0.3036153143350426
747aa46b9a4641fe90db05d97db2acea,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151605512404.jpg,-0.2756900463031349
f4f86af4da3b49e79497deda5c5f223a,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606012404.jpg,-0.3001246558310571
6832e717621341568c759151b5974512,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151606512404.jpg,-0.268708729295156
c59e60042a8643e899008da2e446acca,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151607012404.jpg,-0.1692249619314824
fa65a298c01f44e7a182bbf9e5fe3697,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151607512404.jpg,-0.1098837673636736
a98fba72bde9433fb882032d18aedb2e,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151608012404.jpg,-0.0051640122440138
b6b0d9f2f2e14a3aaa2c8aedeb1edb69,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151608512404.jpg,0.0070532925199432
796b1988dd254f74bf2fb19ba9c5b8c6,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151609012404.jpg,-0.0243626340159498
0d0700a2284e477db876c3ee1d864668,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151609512404.jpg,-0.029598621771936
de7593d76648450e947ba0c203dee1b0,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151609912404.jpg,-0.029598621771936
f753d3f87e5b40af87ff2cbf7c8e7082,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151610412404.jpg,-0.029598621771936
b22fa0b3c34f47b6a360b60f35d5d567,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151610912404.jpg,-0.029598621771936
0a0d6b8c2e884134a3b48df43d54c36a,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611412404.jpg,-0.029598621771936
8e9c2cba0ee74056aa3746e8391d54a9,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151611862404.jpg,-0.0662505360638153
fdc39b23ab4242eda6ec5e1e6574fe33,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612362404.jpg,-0.0662505360638153
9ee4020153674b9e9943d395ff8cfdf3,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151612862404.jpg,0.0506865238198015
5b03af7a953245b5a3b23191ed4da62a,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613362404.jpg,0.066394487087752
d0ecf474e0e64950aa265cd44b9c9d75,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151613912404.jpg,0.0157799387799149
456ec36cb4a44ca78f36fbd90c0c34fa,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151614412404.jpg,0.0140346095279222
6bfd42cf0aba4f1a94ec11fa43e2dd92,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151614912404.jpg,0.0140346095279222
0af0feb5b1394b928dd13d648de898f5,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151615412404.jpg,7.197551197232754e-05
61d9340c5ad8418dafe7a4af1b96e6b9,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151615912404.jpg,-0.0330892802759215
9e7683e8586542a1b6032980c45f15ce,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151616412404.jpg,-0.0453065850398865
cc57c1ea80fe46a7abddfdb15654c872,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151616912404.jpg,-0.0557785605518509
4cf5d6c3f6ab42aab23f67b5a9782d1a,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151617362404.jpg,-0.0557785605518509
6d9984d09d52479e837da2fd09e192cc,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151617912404.jpg,-0.0453065850398865
38a28a3aaf2647f2a8c0e90e31267bf8,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151618412404.jpg,-0.0208719755119643
6402fd1ffaf041d0b9162bd92a7ba0a2,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151618912404.jpg,-0.0191266462599716
ce94ef7a0522468e81c0e2b3a2f1e12d,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151619412404.jpg,-0.0191266462599716
9fcdc52b791045e99c623c5fc643331f,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151619912458.jpg,-0.0121453292519927
1c9a906c40f6417bbe1cea06d6e55501,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151620412404.jpg,0.0262519142918872
a771effa2a2648d78096c3e92b95b129,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151621012404.jpg,0.0192705972839083
b9ea04a6121d4a8bb00199b885aa5ef0,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151621412404.jpg,0.0157799387799149
87e772078a494d42bd34cd16172808bc,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151621912404.jpg,0.0105439510239367
f40544fd4f5d42abbcfa948eeaf86850,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151622412404.jpg,0.0087986217719439
281b92269fd648d4b52d06ac06ca6d65,scene-0103,samples/CAM_FRONT/n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151622912404.jpg,0.0070532925199432
8687ba92abd3406aa797115b874ebeba,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489296012404.jpg,0.2618713633111217
5bbeb4e68d51413f81a370cb33ef27fb,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489296512409.jpg,0.260126034059121
e9a1c915c0d641d0b0a3019112a1ee90,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489297012404.jpg,0.260126034059121
f5b8088835f247b8a5434a9f0daadc20,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489297512404.jpg,0.260126034059121
2021b6b367984ad7b18464a550d0ae8d,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489298012404.jpg,0.2513993877991494
7315022fc89147a6afc7f978601f8f38,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489298512404.jpg,0.2496540585471567
dc03fe4e0a374592af7701c66d5276c4,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299012404.jpg,0.2444180707911784
b7f64f73e8a548488e6d85d9b0e13242,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299512404.jpg,0.2461634000431712
6dabc0fb1df045558f802246dd186b3f,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300012404.jpg,0.2444180707911784
82597244941b4e79aa3e1e9cc6386f8b,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300512404.jpg,0.2444180707911784
8bf071b1b92c4ff1bd5016bfb30de3f7,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301012404.jpg,0.2444180707911784
b8766f4291d5449d95bab459ca724ad8,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301512404.jpg,0.2444180707911784
dde297c8e12f44c4bc2f2c80e49d2b5a,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489302012404.jpg,0.2444180707911784
a0462df7186d4ca99ef58f455d53a42c,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489302512404.jpg,0.2444180707911784
d7bea9a3552b40e29d42324108dff575,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303012421.jpg,0.2444180707911784
3ffc4360d1084e6eae5067e87d79503f,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303412404.jpg,0.2444180707911784
05bc09f952ab4cf8b754405f20d503c5,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303912404.jpg,0.2444180707911784
a860c02c06e54d9dbe83ce7b694f6c17,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489304412404.jpg,0.2444180707911784
6873840fc1df4796a7b959e13e9fb78a,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489304912404.jpg,0.2461634000431712
4ae9c033164e4e01a0392672686d095c,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489305412404.jpg,0.2461634000431712
ecd49e3c38624c77b8aac8df445d49ba,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489305912404.jpg,0.2479087292951639
ac452a60e8b34a7080c938c904b23057,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306412404.jpg,0.2479087292951639
27900b9c3cfb48ed8b49087098d4a15a,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306912404.jpg,0.2479087292951639
c4f9b75136384ec4a76c4adfc28b4259,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307412404.jpg,0.2479087292951639
a572dd2e95e94e4db66bb5dbfaf870b5,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307912404.jpg,0.2479087292951639
313a60afcab5481a94a4815e0d1a6496,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308362404.jpg,0.2479087292951639
d2ae3c5bbb5343a393882b44d56f8da3,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308862404.jpg,0.2479087292951639
59bd7a9fae8a45bcb76f1847cf09e000,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309362404.jpg,0.2479087292951639
37535cd306954669a2b21578573b93e3,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309862404.jpg,0.2479087292951639
3a064c48e47b489a8b442b8081f877b6,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310362404.jpg,0.2479087292951639
d3c0bbf933594f7184e20d761b6416f4,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg,0.2479087292951639
31812a5e8d514b5f8d2fbc50fc007475,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg,0.2479087292951639
32e2619879854a83953c08ec8557f3bb,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg,0.2496540585471567
4d7cf1ad5f9c4842bb6f135e058deed4,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg,0.2496540585471567
c143943fd6e246448eab88ce1a0aeda9,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg,0.2496540585471567
47188ae2bc8c4faf83c909b135701176,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg,0.2496540585471567
a5f101af325144bd8b8f67694766e255,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313862404.jpg,0.2496540585471567
6f114ec641f8426399b69e844c0dfd62,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314362404.jpg,0.2513993877991494
ed5b84e7ea6f434e99d7816b37d15f2f,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314862404.jpg,0.2513993877991494
739b12938d0e410d9b8fc832dfad5510,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315412404.jpg,0.2513993877991494
dcbe451d383e450786aaad04ab9d3790,scene-0553,samples/CAM_FRONT/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315912404.jpg,0.2531447170511501
5991fad3280c4f84b331536c32001a04,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092112404.jpg,-0.0051640122440138
2578329fc3ae484bb23ef766808f4be5,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385092662404.jpg,-0.0051640122440138
8057958576034e51bac9bdc5740128d5,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093162404.jpg,0.0070532925199432
23799328f65843fc9e0c71f2bfbe90ef,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385093612404.jpg,0.0157799387799149
6af01b48aec7475eac1f8e9add0276ff,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094112404.jpg,0.0192705972839083
df7066fa5f0d4b708982747cc3feed14,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094512404.jpg,0.0210159265359011
5f6cc6483988439a824cec99e28bb5b9,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385094912404.jpg,0.0210159265359011
c9304cf98aad4ff0bb5b0cff0aab65d2,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095412404.jpg,0.0210159265359011
79937d5eae1d450499677a0dcffa210c,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385095912404.jpg,0.0210159265359011
5c85640c10d9485c86bf6eb44778c002,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096362404.jpg,0.0210159265359011
91d9058720eb4c25a172236e14e11085,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385096862404.jpg,0.0210159265359011
9768a199e4884a0db50d015703efe969,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097362404.jpg,-0.0313439510239287
39bc0a6b3692446d8ba3bde3d6a0774e,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385097862411.jpg,-0.0871944870877441
f6ef25ab02c0483b9df411ed84873f41,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098362404.jpg,-0.0959211333477157
576f17c305324ed7bf460f0110617355,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385098862404.jpg,-0.1011571211037019
0fa505e5dd804d3b9f9f076d23b28d6d,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385099362404.jpg,-0.0819584993317659
447c96d132e9494e8b03050e8dcae124,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385099862404.jpg,-0.0592692190558364
baaa60749cd04db7952fd8f4ef8ac837,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100362404.jpg,-0.0051640122440138
d7387fb5a21d40a990a5842cca61af1c,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385100862404.jpg,7.197551197232754e-05
252b65dd79ce4712af1b898b64ea3b98,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385101362404.jpg,0.0908290966156742
0d7263a5b8264cad996582d6219ef1f2,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385101912404.jpg,0.1204996938995747
8017a35b9b5e476289a89bd098a4a1d1,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385102412404.jpg,0.1204996938995747
8580e9a249b64b59bead9d80c0e13e8b,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385102912404.jpg,0.0978104136236532
5f3fc3c1d08b47cabc1bbca600abbfa8,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385103412404.jpg,0.0559225115757876
7ff999a1242e4573a81dd3a6f0c158a2,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385103912404.jpg,-0.0994117918517092
0402e40724984f3b833496067d46c771,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385104412404.jpg,-0.0959211333477157
6e004695af1549c398a52b5c95e22060,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385104912404.jpg,-0.2058768762233617
ba2491f55619445e9d2e472f39f3b01b,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385105412404.jpg,-0.1046477796076874
2e024439286d469f8f743fe9266c0e56,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385105912404.jpg,-0.0261079632679426
ff007cb7b78443e6887401d694f0d369,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106412404.jpg,-0.0191266462599716
b2e2ffeabf91451cb31a79649bfd95df,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385106912404.jpg,-0.0173813170079709
21342b260f964064855aa8ad1e741a22,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385107412404.jpg,-0.0156359877559782
9a0a16d628ae41d1ab25c9cdfc66d6a1,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385107912404.jpg,-0.0138906585039854
521cde13efcc4f7cb5f93db99cce30f4,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385108412412.jpg,-0.0086546707479993
96d915e8b7e44bacba3c78e76a924e5c,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385108912404.jpg,0.0192705972839083
e426ccb3e7874894b16e06774ae5ec42,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385109362404.jpg,0.0245065850398865
c5a8f6d7a0fe4858b318aeac2524098f,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385109862404.jpg,0.0245065850398865
ed1eee39e3dd4c30a3d932e3ceaa92c2,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385110412404.jpg,0.0384692190558444
728e3e32df3c413389cb7e233de96ac4,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385110912404.jpg,0.0489411945678087
9c56003504024697a5c8d1cb9355a335,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385111412404.jpg,0.0227612557878938
35833ae5808e4ef186d1fdebac3d9cf6,scene-0655,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385111912404.jpg,-0.0889398163397448
